date,username,tweet,polarity
2021-06-09,bpmp_gorontalo,beberapa bijak program kemdikbud ristek antara merdeka ajar bijak perintah daerah ajar masa pandemi siap ajar tatap muka ptm program sekolah gerak,1
2021-06-09,TheBookIRead2,arti emang semua bangun jaman dulu sekolah kampus jogja akhir an belum tetap bangun sejarah segera roboh buat kurikulum merdeka ajar,1
2021-06-09,kursuskita,catat waktu acara jangan tinggal,2
2021-06-09,kb_ntb,selamat pagi eja tepat eja baku kata mukim ramai kolom komentar buat contoh kalimat kata mukim,1
2021-06-09,Mujiharto_Panga,bapak ibu daftar anak bapak ibu madrasah,2
2021-06-09,nu_online,isnu jawa tengah pelaksanaanprogram merdeka ajar harus sesuai sumberdaya,2
2021-06-09,Kemdikbud_RI,selamat pagi tayang apa program televisi edukasi hari simak jadwal acara vidiouseetv,1
2021-06-09,bukik,obrol guru malam ajar campur pilih baik tahun ajar datang saksi,1
2021-06-08,BEMUNAIR_ID,program tukar mahasiswa merdeka salah satu wujud implementasi bijak merdeka ajar kampus merdeka mbkm tukar mahasiswa merdeka laku tumbuh rasa cinta mahasiswa,2
2021-06-08,BEMUNAIR_ID,informasi tukar mahasiswa merdeka semester gasal program merdeka ajar kampus merdeka kemendikbud ikementerian didik budaya kemendikbud luncur,2
2021-06-08,FreemanYisroel,merdeka ajar kampus merdeka ubah paradigma guru tinggi,1
2021-06-08,jeniusindra,sekolah pasaman barat sumatera barat untuo merdeka ajar,1
2021-06-08,Unair_Official,tahun merdeka ajar unair gelar kuliah lintas prodi hingga eksekusi outbound luar negeri,1
2021-06-08,budayapagun,guna media sosial tentu tidak asing beberapa istilah direct message hashtag caption bukan,2
2021-06-08,pusdatin_dikbud,mau tahu konten konten lain puisi kunjung tv edukasi suara edukasi,2
2021-06-08,teerayw,maksud merdeka ajar,1
2021-06-08,KampusGuruCikal,ajar campur sering kali disalahpahami ajar utama teknologi kini ajar benar,1
2021-06-08,Kemdikbud_RI,guna media sosial tentu tidak asing beberapa istilah direct message hashtag caption bukan kalian tahu padan istilah istilah sebut bahasa indonesia,2
2021-06-08,autotidak,rem moderen slavery tambah merdeka ajar,2
2021-06-08,redaksi_basajan,merdeka ajar ala mahasiswa kpi stain meulaboh,1
2021-06-08,BadanBahasa,halo dapat anda beri contoh contoh lain,2
2021-06-08,sman4kotasrg,jadwal giat ppdb sama negeri kota serang tahun,2
2021-06-08,bbgp_jabar,simak acara live hari senin juni pukul wib saksi youtube fanpage twitter kami dapat sertifikat telah tonton acara kami regitrasi alamat,2
2021-06-08,kb_ntb,kata timung nimung bahasa samawa sumbawa,2
2021-06-08,kursuskita,nisalnya tingkat transparansi program laku program pkk pkw mulai daftar laksana lapor program merdeka ajar indonesia maju wujud,1
2021-06-08,dikomugm,informasi lebih lanjut mekanisme timeline lain jelas sosialisasi mbkm prodi via zoom kamis juni pukul wib,2
2021-06-08,dikomugm,informasi mbkm check sering dengar kan bijak merdeka ajar kampus merdeka,1
2021-06-08,PrayogaLim,minggu anak saya ikut nilai akhir semester materi mata ajar tematik sangat banyak ulang harus hari ulang besok ulang soal menit kelas kurikulum tahun kapan mas,2
2021-06-08,bmkgjogja,sobat stageof sleman hari selasa juni stasiun geofisika sleman laku fgd virtual prodi geofisika prodi fisika fakultas mipa ugm rangka kesiap laksana merdeka ajar kampus merdeka mbkm dilaunching tahun,1
2021-06-08,deppendra,alhamdulillah sempat luar biasa bisa ikut bahas draft kurikulum program studi rangka merdeka ajar kampus merdeka,1
2021-06-08,KampusGuruCikal,paham profil murid dapat guna asesmen diagnosis anda rasa bingung kena perlu laku lanjut,2
2021-06-08,KampusGuruCikal,guru kumpul nilai nilai tugas sifat asesmen formatif beri nilai akhir praktik betul baca liput,1
2021-06-08,bukik,pusing capek ajar masa pandemi ptm batas takut ribet bingung bagaimana solusi paham ajar campur blended learning daftar sekarang klik,2
2021-06-08,KampusGuruCikal,bagaimana cara jitu bapak ibu pimpin guna teknik coaching efektif sekolah madrasah simak obrol pimpin,1
2021-06-08,kb_ntb,hari bahas memaos masyarakat sasak tahu tradisi salah satu masyarakat sasak pernah laksana memaos kita simak sama,1
2021-06-08,TopToross,profil fakultas hukum universitas agustus uta jakarta program kampus merdeka ajar program magang ajar,1
2021-06-08,RyaWiedy,benar saya suka konsep merdeka ajar siswa mahasiswa boleh ajar lintas prodi lintas guru tinggi kaya tahu,1
2021-06-08,RyaWiedy,benar lawan konsep merdeka ajar,2
2021-06-07,Kemdikbud_RI,nah ini jawab hasil jawab semua tulis kosakata tepat kita,2
2021-06-07,Kemdikbud_RI,selamat pagi jangan lupa siap alat tulis catat simak jadwal tayang televisi edukasi hari selasa juni vidiouseetv,1
2021-06-07,iaridlo,merdeka ajar kampus merdeka dosen ngajar mahasiswa cuma avatar kayak gin,2
2021-06-07,RyaWiedy,konsep merdeka ajar kampus merdeka jadi satu jawab hubung dunia didik dunia kerja pribadi saya suka mahasiswa paksa erti mrk mau harus laku diri sendiri telah lulus saya bisa bebas anak manja telah lulus minta rekomendasi kerja dmn,2
2021-06-07,ICRAF_Indonesia,apa syarat benefit program merdeka ajar kampus merdeka mbkm sith icraf indonesia daftar buka tanggal juni taut ikut jangan tinggal,2
2021-06-07,ICRAF_Indonesia,lihat daftar giat program merdeka ajar kampus merdeka mbkm sith icraf indonesia bisa lihat taut ikut,0
2021-06-07,stegobu,mbkm merdeka ajar mampus merdeka,2
2021-06-07,farfromwarZ,hari rapat prodi langsung gas lanjut rapat merdeka ajar semangat,2
2021-06-07,bbgp_jabar,dapat sertifikat telah tonton acara kami laku registrai alamat,2
2021-06-07,Puslit_Arkenas,hari senin juni pusat teliti arkeologi nasional ada rapat monitoring evaluasi program zi wbk rangka bangun zona integritas zi tuju wilayah bebas korupsi wbk,2
2021-06-07,pusdatin_dikbud,ikut kihajar stem tahun daftar buka mei juni jangan tinggal,2
2021-06-07,Kemdikbud_RI,kosakata mana saja kolom tulis benar bantu chandra tebak,2
2021-06-07,kursuskita,simak alur daftar nanti luncur sistem informasi uji kompetensi segera,2
2021-06-07,ditpsd_dikbud,kami sangat harga peduli ibu direktur sekolah dasar sekolah daerah kami kata besar suyasa baca lengkap,1
2021-06-07,arif_kasmin,pak menteri didik punya program merdeka ajar kita punya program merdeka ekspres,1
2021-06-07,kb_ntb,kata balit kembalit bahasa sasak lombok,2
2021-06-07,Rizalsapari,milik merdeka ajar seniman kreatif bukan nadiem anda diem seniman tidak pernah cipta kurikulum by rizal sapari,1
2021-06-07,surtopman,andai aku kemendikbud pdb tidak perlu ribet daftar mereka daftar sekolah lanjut dekat tinggal daftar ulang sekolah mati meski kuota masing sekolah,2
2021-06-07,surtopman,baru tahu daftar sama anak meski surat nyata tanggung jawab wali orangtua ribet bukan sekolah sejak paud hingga lulus smp bukti tanggung jawab orang tua mana tidak tanggung jawab,2
2021-06-07,ikahimki_4,kampus merdeka rupa salah satu bijak menteri didik budaya nadiem makarim tahun lalu rangka siap lulus didik tinggi tangguh hadap ubah program merdeka ajar kampus merdeka milik beberapa program,1
2021-06-06,Kemdikbud_RI,selamat pagi siap siap mulai aktivitas pagi simak jadwal tayang televisi edukasi hari senin juni vidiouseetv,1
2021-06-06,harisup_jbr,sumbangsih kecil dukung abang laju universitas jember mas ilmu sekaligus tindak promotif universitas kelas internasional,1
2021-06-06,mhd_athallah,saya sistem benar belum siap bayang merger mpkt mpkt terus kena dampak kurikulum merdeka ajar pkm,2
2021-06-06,puspresnas,serta lomba debat bahasa indonesia tahun ldbi intip tips ibu dora angelina aruan selaku juri ldbi,1
2021-06-06,BadanBahasa,tahu lebih lanjut cara geser poster atas terus ikut publikasi canang sahabat jumlah informasi tarik nanti salam literasi,2
2021-06-06,Kemdikbud_RI,orang tua perlu latih rasa tanggung jawab anak bagaimana cara simak kiat kiat ikut,2
2021-06-06,Kemdikbud_RI,tentu sadar rasa tanggung jawab rupa sikap harus milik orang rasa tanggung jawab penting tanam latih kepada anak sejak dini,2
2021-06-06,dhodhoreedho,fk ga ikut merdeka ajar dok,1
2021-06-06,bbgp_jabar,simak acara live hari senin juni pukul wib dapat sertifikat telah tonton acara kami laku registrai alamat,2
2021-06-06,bbgp_jabar,daftar diri anda bisa oleh sertifikat ikut terus acara guru negeri inspirasi dedikasi kreasi,2
2021-06-06,beritajatimcom,universitas agustus surabaya kerja sama istts direktorat sistem informasi gelar webminar deep learning inovasi bisnis sabtu rupa wujud merdeka ajar kampus merdeka,1
2021-06-06,aizhalice_xz,hari didik mei tadi slogan,0
2021-06-06,polikpsorong,hai kuniranvirtual meeting sama guru tinggi sorong raya bahas draft bentuk rencana aksi ranah tridharma guru tinggi merdeka ajar asyik,1
2021-06-05,AHarris_S,tinggi cerita soal merdeka ajar mahasiswa siap kerja digital akhir universitas top indonesia kalah pringkatnya malaysia brunai gak malu saudara laki,1
2021-06-05,BORNEONEWS,wujud merdeka ajar lalu sekolah gerak,1
2021-06-05,PasanAbah,hanya ui masuk peringkat besar guru tinggi asia masih ajar merdeka merdeka ajar,1
2021-06-05,letterlykgw,kayak semua major bicara polisi merdeka ajar in general,2
2021-06-05,kniukemdikbud,selamat ingat hari lingkung hidup dunia,1
2021-06-05,jpnncom,webinar deep learning wujud merdeka ajar kampus merdeka mbkm,1
2021-06-05,Kemdikbud_RI,saat salah satu main tradisional dapat main sama keluarga malih malih asal badung bal dapat didik terampil jasmani main latih sikap mental positif anak anak,1
2021-06-05,bpkxxi,informasi belum mimin dapat lapor zonasi benteng tahula bpcb malu utara nanti kuis lanjut yaa mimin neng sahabat budaya aktif,2
2021-06-05,litbangdikbud,informasi lebih lanjut dapat hubung narahubung dapat poster dapat akses lalu laman,0
2021-06-05,litbangdikbud,segera kirim lamar sesuai tentu lalu posel evaluasi psp paling lambat juli,1
2021-06-05,litbangdikbud,teliti tsb rencana laku lokasi kota bandung kabupaten sidoarjo kota pontianak kabupaten manggarai timur kota kupang kabupaten pesisir barat kabupaten malu tengah kota padang kabupaten bangga kabupaten deli serdang,2
2021-06-05,litbangdikbud,program rupa kolaborasi menteri didik budaya riset dan teknologi perintah daerah fokus kembang hasil ajar siswa holistik lalu tingkat kualitas sdm kepala sekolah guru unggul,1
2021-06-05,litbangdikbud,halo menteri didik budaya riset dan teknologi undang teliti muda kontribusi tingkat mutu didik indonesia lalu giat evaluasi program sekolah gerak,1
2021-06-04,harisup_jbr,hari tawar layan bagi dukung abang mahasiswa unej khusus abang mahasiswa prodi sastra inggris jika realisasi cll bentuk selalu sesuai adab beraktifitas masa pandemi,1
2021-06-04,jengkidoki,saya gak butuh definisi bagaimana sikap dunia ekonomi hidup hari ini hasil teori saya sungguh,1
2021-06-04,ddyanto48,ini asal mula cetus bijak merdeka ajar,2
2021-06-04,T_AndriSugiarto,apa sedang jadi jaga tweet tweet kita selalu positif saya guru harap program terus lanjut,2
2021-06-04,kursuskita,penasaran lolos tidak program pkk pkw saksi luncur calon selenggara program pkk pkw tahun nominal cair jumlah milyar rupiah jangan tinggal,2
2021-06-04,bemfebunud,kmmi tahun upaya dukung program merdeka ajar kampus merdeka simak informasi agenda program magang studi independen sertifikat microcredential kampus merdeka tahun,1
2021-06-04,echo_kilo_oscar,selamat datang ajar baru selamat datang ajar tatap muka selamat datang hybrid learning,1
2021-06-04,Kemdikbud_RI,pernah renung ingin apa jalan hidup simak salah satu kutip novel,2
2021-06-04,polikpsorong,hai sobat inisiasi rencana kerjasama politeknik kp sorong universitas diponegoro undip kait tridharma guru tinggi giat hadir dekan dosen ahli fakultas ikan ilmu laut undip merdeka ajar baik,1
2021-06-04,Unhan_RI,prodi biologi fmipa militer unhan ri selenggara fgd tema bedah kurikulum biologi songsong terap merdeka ajar kampus merdeka,1
2021-06-04,republikaonline,program desa pelopor demokrasi jalan konsep merdeka ajar,1
2021-06-04,puspresnas,halo prestasi nasional tahun selenggara lebih giat kembang prestasi situasi pandemi puspresnas harap semangat prestasi siswa tidak akan surut,1
2021-06-04,SuaraAisyiyah,gandeng dinas pariwisata sleman sukses program merdeka ajar kampus merdeka,1
2021-06-04,TVTempoChannel,ngobrol video replaymerdeka ajar tengah pandemi,2
2021-06-04,kb_ntb,kata tolo bahasa mbojo bima,2
2021-06-03,Kemdikbud_RI,selamat pagi jelang akhir pekan tayang tarik program televisi edukasi hadir simak jadwal acara hari jumat juni vidiouseetv,1
2021-06-03,bemfebunsoed,informasi kkn kmfeb informasi kait tara kkn program merdeka ajar kampus ajar informasi kait buat surat terang kkn purwokerto,1
2021-06-03,Kemdikbud_RI,meski ayam cemani warna hitam nyata telur tetap warna putih bagaimana bisa simak jelas,2
2021-06-03,Kemdikbud_RI,pernah lihat ayam cemani ayam cemani rupa ayam asli indonesia warna bulu tulang daging hitam,1
2021-06-03,stmiklogika,ken kuliah ayo kuliah merdeka ajar kampus merdeka terakreditas institusi peringkat baik sistem uang kuliah tunggal banyak beasiswa perintah peluang asnsaya bangga sivitas akademika stmik logika,1
2021-06-03,pajakdjpbanten,kantor wilayah djp banten hadir undang launching merdeka ajar kampus merdeka mbkm universitas serang raya unsera selenggara hybrid tatap muka virtual lalu media zoom meeting kamis,1
2021-06-03,edhi_shi,didik fleksibel kunci merdeka ajar cukup bagus garis mulai isi ilmu usefull nyata guna warga ilmu spektakuler nt dulu jilid utama buat lead hidup social media sign path away,1
2021-06-03,detikinet,nadiem makarim optimis bijak merdeka ajar kampus merdeka tingkat kesiap mahasiswa hadap dunia kerja,0
2021-06-03,iaridlo,program merdeka ajar kampus merdeka mbkm dosen bisa kerja tempat dua industri lembaga luar tempat kerja ngg boleh gak saya kelak kerja jurnalis sains tempo kompas media daring nasional lain,2
2021-06-03,puspresnas,iring lagu cabang lomba nyanyi solo fls smp bisa unduh lalu playlist kanal youtube pusat prestasi nasional segera unduh selamat latih,1
2021-06-03,Kemdikbud_RI,rindu ajar sekolah menteri didik budaya riset dan teknologi luncur pandu dapat bantu guru tenaga didik paud dikdasmen laku ajar tatap muka batas unduh pandu,1
2021-06-03,disdik_jabar,halo sama inovasi smkn ciamis nama mobile service car layan servis keliling bas daring,1
2021-06-03,pusdatin_dikbud,kamis juni pkl wibsiaran langsung lalu akun instagram jangan lewat,0
2021-06-03,bukik,semua sekolah sinjai siap terap program sekolah merdeka ajar,1
2021-06-03,kb_ntb,selamat pagi masih rasa takut suka tidak percaya diri bahasa kini sering pakai insecure kita simak renung pesan bijak bung karno hari,2
2021-06-03,Harian_Jogja,program merdeka ajar kampus merdeka banyak tantang mahasiswa,2
2021-06-02,BPIU2K_K,kampus merdeka rupa bagi bijak merdeka ajar menteri didik budaya beri sempat mahasiswa asah mampu sesuai bakat minat terjun langsung dunia kerja siap karier masa depan,1
2021-06-02,Kemdikbud_RI,selamat pagi isi hari aktivitas ajar senang sama program televisi edukasi ikut jadwal acara hari kamis juni vidiouseetv,1
2021-06-02,desukamiie,pak nadiem sadar masalah makanya program merdeka ajar dia tekan esensi tsb harus dahulu guru baru ajar siswa moga bisa terap baik,0
2021-06-02,desukamiie,poin program merdeka ajar pak nadiem amaze,1
2021-06-02,ayoyoandt,kita dukung merdeka ajar moga proses jadi tuju merdeka ajar benar benar,1
2021-06-02,ariomalv,betul banyak jadi diskriminasi gin kan bahkan tuju bahkan gagal total bukan merdeka ajar ajar tekan,2
2021-06-02,Bisniscom,program merdeka ajar kampus merdeka mbkm peluang tantang,2
2021-06-02,subschfess,minta saran dong saya tugas sekolah video tema didik kreatifitas serta didik ajar jauh wujud merdeka ajar durasi maksimal detik kira kira bahas apa saya pusing sch,2
2021-06-02,pusdatin_dikbud,istilah ajar ajar ajar sangat akrab telinga kita tahu sahabat edukasi apa beda tiga istilah sebut simak info grafis,2
2021-06-02,yujinpulu,moots bantu saya dong saya tugas sekolah video tema didik kreatifitas serta didik ajar jauh wujud merdeka ajar durasi maksimal detik kira kira bahas apa saya pusing,2
2021-06-02,RyaWiedy,merdeka ajar kampus merdekaprogram dikti,1
2021-06-02,AzanayaPkbm,harus anak bisa merdeka ajar tanpa pikir tidak ada kait langsung proses ajar sepatu seragam dan lain,1
2021-06-02,Kemdikbud_RI,anyam milik nilai budaya ekonomi dapat bantu masyarakat tempat bola nafo telah tetap sumatra utara sejak lestari cinta produk asli indonesia,1
2021-06-02,fsrdIKJ,selamat hasil raih moga dapat beri motivasi teman teman karya taut umum menang,1
2021-06-02,fsrdIKJ,selenggara kemendikbud ri capai sebut jadi bagi proses merdeka ajar kurikulum merdeka kolaborasi karya mahasiswa sama prodi dkv beda kampus bisa saling kerja sama raih prestasi sama,1
2021-06-02,kanwilbpnkalsel,direktorat jenderal tata ruang laku kumpul database rdtr libat mahasiswa ungkap direktur jenderal tata ruang abdul kamarzuki sosialisasi implementasi program merdeka ajar kampus merdeka mbkm semarang,2
2021-06-02,kanwilbpnkalsel,butuh mahasiswa bagai bentuk giat ajar luar guru tinggi salah satu laku magang praktik kerja industri instansi perintah salah satu program merdeka ajar kampus merdeka mbkm instansi menteri atr bpn unit,2
2021-06-02,kanwilbpnkalsel,rangka siap mahasiswa hadap ubah sosial budaya dunia kerja maju teknologi pesat kompetensi mahasiswa harus siap lebih adaptif butuh zaman bijak merdeka ajar kampus merdeka,0
2021-06-02,PemkabSinjai,yayasan guru ajar laku kunjung kabupaten sinjai rangka laksana audiens dinas didik sinjai bangun kolaborasi didik program sekolah merdeka ajar,1
2021-06-02,BhaktiSemesta,sinergi dunia kerja kata nadiem makarim luncur virtual merdeka ajar episode kampus merdeka vokasi selasa dana padan fokus kuat sinergi didik tinggi vokasi industri,1
2021-06-02,BhaktiSemesta,menteri didik budaya riset teknologi kemendikbud ristek luncur merdeka ajar episode kampus merdeka vokasi,1
2021-06-02,DiktiVokasi,kita saksi siar langsung rabu juni pukul wib kanal youtube kemendikbud ri,1
2021-06-02,BKTI_PII,ayo ikut webinar data mining seri kerjasama daftar kursus,2
2021-06-02,LPMP_KepBabel,siap ajar hari simak jadwal hari rabu juni vidiouseetv,0
2021-06-02,kb_ntb,semangat pagi ajar eja konten beri jawab tepat kolom komentar,1
2021-06-02,Kemdikbud_RI,selamat pagi siap ajar hari simak jadwal acara televisi edukasi hari rabu juni vidiouseetv,1
2021-06-01,kursuskita,simak video atas kenal sama program progrsm direktorat kursus latih informasi lengkap,2
2021-06-01,AgusW68284700,paksa kuasa nyata tidak nyambung semangat merdeka ajar anak anak suguh pragmatisme rusak tuju nilai nilai didik,1
2021-06-01,andrewfangidae,hari anak anak internasional international childrens hari,0
2021-06-01,andrewfangidae,hari anak anak internasional international childrens hari gambar berita utuh kolaborasi danone indonesia gambar berita utuh program paud ramah anak,2
2021-06-01,jawapos,ajar daring fisika lalu tingkat inquiry alternatif merdeka ajar,1
2021-06-01,bbgpdiy,saksi siar langsung luncur pandu ajar didik anak usia dini didik dasar didik tengah masa pandemi covid rabu pukul wib kanal youtube kemendikbud ri,1
2021-06-01,nhamida,tidak ras aku baca program merdeka ajar iseng kayak seru hari aku mulai kerja tempat baru,2
2021-06-01,echo_kilo_oscar,sudah siap perangkat hybrid learning ajar baru,1
2021-06-01,Kemdikbud_RI,pandu selenggara ajar paud didik dasar didik tengah masa pandemi covid segera luncur saksi siar langsung rabu juni pukul wib kanal youtube kemendikbud ri,1
2021-06-01,nhamida,taruh harap program mas tri merdeka ajar imajinasi saya kayak ajar alam bebas seru,2
2021-06-01,kniukemdikbud,kokoh nilai nilai pancasila wujud indonesia maju joko widodo presiden ri,1
2021-06-01,bbgp_jabar,saksi siar langsung sama menteri didik budaya riset teknologi menteri agama rabu juni pukul wib kanal youtube kemendikbud ri,1
2021-06-01,munir_ardi_blog,smp pinrang pihak murid merdeka ajar mewujudka via,1
2021-06-01,AsdarPamma,siap generasi emas arung samudra luas masih paham tengah hati pikir kaku taruna mahasiswa magang belum banyak ubah selamat harlah pancasila,1
2021-06-01,csnuofficial_id,selamat sukses atas lantik bapak ali ridho barakbah kom ph direktur politeknik elektronika negeri surabaya pens periode moga amanah maju didik indonesia,1
2021-06-01,PintroId,selamat hari lahir pancasila senantiasa amal nilai nilai pancasila hidup bangsa negara,1
2021-06-01,kursuskita,selamat ingat hari lahir pancasila,1
2021-06-01,csnuofficial_id,selamat sukses kepada iain alih status jadi uin moga bawa maju manfaat bangsa indonesia,1
2021-06-01,mu_shroom,pancasila tindakanbersatu indonesia tangguh,1
2021-06-01,litbangdikbud,pancasila tindak satu indonesia tangguh selamat ingat hari lahir pancasila juni,1
2021-06-01,bukik,mana satu sila pancasila paling cermin uni diri anda saya sila dua pancasila,2
2021-06-01,iqbalfd,jawantah slogan,0
2021-06-01,bpmpk_kemdikbud,pancasila jati diri patut jadi cermin diri kita masyarakat selamat ingat hari lahir pancasila pancasila tindak satu indonesia tangguh,1
2021-06-01,Kemdikbud_RI,benar jalan tuju rumoh aceh rumoh aceh rupa bentuk tempat diam orang aceh tempo dulu sekarang hampir hilang masih banyak temu rumah adat daerah kalian masing masing,2
2021-06-01,Kemdikbud_RI,aku minta kepada sekali betul betul anjur pancasila kepada segenap rakyat selamat negara kita ir soekarnoselamat ingat hari lahir pancasila,1
2021-06-01,si_instiper,selamat hari lahir pancasila juni,1
2021-06-01,smkn3kotaserang,selamat ingat hari lahir pancasiladalam tindak pancasila satu indonesia tangguh sekolah adiwiyatainfo ppdb kunjung laman,1
2021-05-31,echo_kilo_oscar,ajar tatap muka tahun ajar baru harus bisa siap perangkat jatah rumah,1
2021-05-31,Nidyna26,kampus merdeka vokasi perintah siap anggar miliar program merdeka ajar episode kampus merdeka vokasi program fokus dorong integrasi kampus vokasi dunia kerja,1
2021-05-31,SilentM00524125,mendikbud sibuk ngurusin merdeka ajar mana sempat urus begini,2
2021-05-31,ruriphang,ajar pancasila,1
2021-05-31,collegemenfess,tidak cm ikut program kampus merdeka merdeka ajar semester luar,2
2021-05-31,pusdatin_dikbud,rumah ajar tv edukasi radio suara edukasi lain kunjung rumah belajartv edukasisuara edukasi,2
2021-05-31,collegemenfess,tidak cm ikut program merdeka ajar kampus merdeka,2
2021-05-31,Kemdikbud_RI,jalan mana harus lalu nissa bisa rumoh aceh kita bantu nissa,2
2021-05-31,budayaulun,selamat sore isi sore mu main main tradisional ikut salah satu contoh main tradisional kalimantan selatan balogo simak bahan perlu cara main gambar,2
2021-05-31,pinternongkrong,merdeka ajar iki garai wong stress ae plis banget pak nadim mbkm tidak usah skripsi,2
2021-05-31,BadanBahasa,kita simak buya hamka penuh makna moga dapat inspirasi kita semua,2
2021-05-31,Radar_Cirebon,cirebon merdeka ajar kampus merdeka mbkm canang menteri didik budaya riset teknologi nadiem makarim respons cepat universitas swadaya gunung jati,1
2021-05-31,MasMenteri,kemendikbusristek siap miliar kampus merdeka vokasi program milik visi sama merdeka ajar episode kampus merdeka beri sempat luas luas kepada guru tinggi kiprah anggar khusus,1
2021-05-31,pusdatin_dikbud,jangan pancing akses menyebarluaskan pesan isu bohong kita lindung diri orang selalu kroscek informasi laman resmi,1
2021-05-31,pusdatin_dikbud,ikut kami kirim contoh pesan isu bohong kirim beranta beberapa waktu lalu,1
2021-05-31,pusdatin_dikbud,banyak edar informasi isu bohong potensi phising kena bantu kuota data internet menteri didik budaya riset dan teknologi,2
2021-05-31,leendradermawan,hari hari ajar ajar antapani kidul antapani bandung,1
2021-05-31,bemfebunud,tawar program wira desa tahun halo civitas ekonomi program wira desa hadir rangka kembang soft skills mahasiswa terap bijak merdeka ajar kalian minat ikut program wira desa tahun simak informasi,2
2021-05-31,NurdinBanda,terima kasih google refo telah undang gabung didik sertifikat google level,0
2021-05-31,perpusdikbud,kamus mode indonesia rupa buku referensi muat istilah mode ikut arti definisi maupun deskripsi rektor laku mode saji alfabetik beberapa antara lengkap ilustrasi koleksi sedia aplikasi eperpusdikbud,1
2021-05-31,LPMP_KepBabel,seri webinar guru ajar ajar tatap muka ptm batas jadwal acara lengkap bisa lihat akun media sosial masing masing direktorat upt lingkung ditjen lihat gambar,1
2021-05-31,bukik,bicara gagas merdeka didik masa lalu masa kini masa depan baca,1
2021-05-31,kb_ntb,kata bekol bahasa sasak lombok,2
2021-05-31,osmanchaidir,standar kakak kakak dulu merdeka ajar pikir tidak merdeka sama sekali tertawa,1
2021-05-30,Kemdikbud_RI,selamat pagi semangat aktivitas panjang hari simak jadwal acara televisi edukasi hari senin mei vidiouseetv,1
2021-05-30,Rizzkiadi_,merdeka ajar ajar merdeka,1
2021-05-30,osmanchaidir,santai kerja rodi budak kerja paksa merdeka ajar lurr beban distribusi semester belum,1
2021-05-30,andrewfangidae,izin tambah berita minyuk jangan ragu masih bingung pilih jurus vokasi,2
2021-05-30,bbgp_jabar,jadwal acara lengkap dapat lihat akun media sosial masing masing direktorat upt lingkung ditjen bagi ajar sama,1
2021-05-30,bbgp_jabar,temu dunia dongeng series,1
2021-05-30,MasMenteri,halo sob mas menteri jawab tanya akademi ilmuwan muda indonesia almi soal merdeka ajar timpang sosial,2
2021-05-30,gastonkatanya,tanya banyak masyarakat salah satu tuju canang merdeka ajar beri peluang besar anak indonesia ajar jadi pintar,0
2021-05-30,Kemdikbud_RI,tahu anak harga diri sendiri jadi pondasi penting masa depan anak bagaimana cara kita simak kiat kiat ikut,2
2021-05-30,perpusdikbud,halo kabar hari minggu main tebak tebak pus dikbud ajak kalian tebak nama pena tulis gambar tulis sebut milik banyak karya salah satu hafal surat delisa siapa dia,1
2021-05-29,prabangkoro21,bapak hormat hebat saya guru honorer smk wilayah jawa barat mau tanya pak saya teman ajar lebih tahun kami belum punya nuptk serang ingin punya harus bayar kata operator sekolah,0
2021-05-29,kniukemdikbud,partisipasi acara pakar bagi pagi tema siap generasi muda hadap tantang global lalu terap didik sustainable kembang esd pukul wib,2
2021-05-29,YudhiHariWb,jaman sama dulu pernah cita guru sampai akhir nyadar awal masuk bambu pelangi waktu awal kuliah guru dar profesi guru lebih abdi dasar semua murid semua guru,1
2021-05-29,averona24,kampus merdeka rupa bagi bijak merdeka ajar kemendikbud terjun langsung dunia kerja siap karier masa depan bisa lalu program abdi kepada masyarakat contoh bina desa wira desa entrepreneurship magang dan lain,1
2021-05-29,jawapos,merdeka ajar layan bk,1
2021-05-29,jokitugasskuuy,halo sini yaa kamu bisa banget betul aku uda dapat mata kuliah pancasila ikut salah satu program merdeka ajar boleh tanya tanya dulu koo langsung nomor bio yaa minat,1
2021-05-29,pusdatin_dikbud,ayo serentak gerak wujud merdeka ajar daftar,1
2021-05-29,pusdatin_dikbud,lalu daftar tim kalian lalu laman jangan lupa follow akun sosial media tv edukasi informasi kini ig,1
2021-05-29,pusdatin_dikbud,kalian daftar masih bingung syarat kalian boleh simak video ikut,2
2021-05-29,sidaknews,kadisdik aceh program merdeka ajar jadi solusi tingkat kualitas didik aceh lewat,1
2021-05-29,paudpedia,tahu apa uks unit sehat sekolah uks rupa usaha bina kembang perilaku hidup bersih sehat laku padu lalu program didik layan sehat satu paud keluarga,1
2021-05-29,Beritabaruco,desa susah sinyal merdeka ajar nadiem potensi ambyar,1
2021-05-29,homo_novus92,merdeka ajar kampus merdeka mbkm merdeka pilih mahasiswa dosen ikut bisa chaos bunnnn,2
2021-05-29,Kemdikbud_RI,pernah main main tradisional ula asal lampung main hanya perlu siap batu biji pohon karet banyak butir seru main bisa main sama keluarga rumah,2
2021-05-29,MasMenteri,merdeka ajar episode kampus merdeka vokasi menteri didik budaya riset dan teknologi awal minggu telah rilis skema transformasi didik tinggi vokasi integrasi didik tinggi vokasi dunia kerja perintah smk stakeholder lain,1
2021-05-29,RadenRoroMarti1,daftar tim kalian lalu laman jangan lupa follow akun sosial media tv edukasi informasi kini ig ayo serentak gerak wujud merdeka ajar daftar,1
